"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"7157","Allidochlor","HMDB0248154","7157",NA,"C19043",NA,"ClCC(=O)N(CC=C)CC=C","1"
"439281","N-Acetyl-mannosamine",NA,"439281",NA,NA,NA,NA,"1"
"439990","Sequoyitol","HMDB0031449","439990","15975","C03365",NA,"CO[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]1O","1"
"9507","NA","NA","NA","NA","NA","NA","NA","0"
"5281629","6-Deoxyjacareubin",NA,"5281629",NA,NA,NA,NA,"1"
"643757","cis-Aconitic acid","HMDB0000072","643757","32805","C00417","5130","OC(=O)C\C(=C\C(O)=O)C(O)=O","1"
"24892801","NA","NA","NA","NA","NA","NA","NA","0"
"11046097","NA","NA","NA","NA","NA","NA","NA","0"
"122356","N-Acetylputrescine","HMDB0002064","122356","17768","C02714","3252","CC(=O)NCCCCN","1"
"3964","Loxapine","HMDB0014552","3964","50841","C07104",NA,"CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2","1"
"1175","Uric acid","HMDB0000289","1175","17775","C00366","88","O=C1NC2=C(N1)C(=O)NC(=O)N2","1"
"68213","Maclurin","HMDB0032644","68213",NA,"C09951",NA,"OC1=CC(O)=C(C(=O)C2=CC(O)=C(O)C=C2)C(O)=C1","1"
"160753","NA","NA","NA","NA","NA","NA","NA","0"
"51710","Oxmetidine","HMDB0041970","51710","7847","C11803",NA,"CC1=C(CSCCNC2=NC(=O)C(CC3=CC=C4OCOC4=C3)=CN2)N=CN1","1"
"442147","Chrysartemin B",NA,"442147",NA,NA,NA,NA,"1"
"7207","NA","NA","NA","NA","NA","NA","NA","0"
"254633","NA","NA","NA","NA","NA","NA","NA","0"
"128","4-Imidazolone-5-propionic acid","HMDB0001014","128","27384","C03680","319","OC(=O)CCC1N=CNC1=O","1"
"24771808","2,3,4,5-Tetrahydro-2-pyridinecarboxylic acid","HMDB0012130","24771808","49014","C00450",NA,"OC(=O)[C@@H]1CCCC=N1","1"
"49859675","NA","NA","NA","NA","NA","NA","NA","0"
"650","Diacetyl","HMDB0003407","650","16583","C00741","6921","CC(=O)C(C)=O","1"
"50599","Didanosine","HMDB0015037","50599","490877","C06953",NA,"OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O","1"
"27200","Thiamphenicol",NA,"27200",NA,NA,NA,NA,"1"
"1136","5-(2-Hydroxyethyl)-4-methylthiazole","HMDB0032985","1136","17957","C04294",NA,"CC1=C(CCO)SC=N1","1"
"649","Dihydrouracil","HMDB0000076","649","15901","C00429","285","O=C1CCNC(=O)N1","1"
"782","Hydantoin-5-propionic acid","HMDB0001212","782","28297","C05565","6084","OC(=O)CCC1NC(=O)NC1=O","1"
"250388","NA","NA","NA","NA","NA","NA","NA","0"
"17513","AICA-riboside","HMDB0062179","17513","28498",NA,NA,"NC(=O)C1=C(N)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O","1"
"3007","Amphetamine","HMDB0014328","3007","132233","C07514",NA,"CC(N)CC1=CC=CC=C1","1"
"1046","Pyrazinamide","HMDB0014483","1046","45285","C01956",NA,"NC(=O)C1=NC=CN=C1","1"
"7069","NA","NA","NA","NA","NA","NA","NA","0"
"194953","NA","NA","NA","NA","NA","NA","NA","0"
"5280441","Vitexin 6''-O-malonyl 2''-O-xyloside","HMDB0301980","5280441","16954","C01460",NA,"OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=CC=C(O)C=C1","1"
"18666812","5-Amino-6-(5'-phosphoribitylamino)uracil","HMDB0003841","18666812","18247","C04454",NA,"NC1=C(NC[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)NC(=O)NC1=O","1"
"96177","2,4-Diamino-6-nitrotoluene","HMDB0060362","96177","19342","C16396",NA,"CC1=C(N)C=C(N)C=C1N(=O)=O","1"
"12785740","NA","NA","NA","NA","NA","NA","NA","0"
"442663","Velloquercetin",NA,"442663","9941","C10194",NA,"C=C(C)C1Cc2c(cc3oc(-c4ccc(O)c(O)c4)c(O)c(=O)c3c2O)O1","1"
"21581287","NA","NA","NA","NA","NA","NA","NA","0"
"25137912","2-amino-2,3,7-trideoxy-D-lyxo-hept-6-ulosonic acid",NA,"25137912","51282","C16850",NA,"CC(=O)(O)(O)C(N)C(=O)O","1"
"1015","O-Phosphoethanolamine","HMDB0000224","1015","17553","C00346","5233","NCCOP(O)(O)=O","1"
"7955","Melamine","HMDB0041922","7955","27915","C08737",NA,"N=C1NC(=N)NC(=N)N1","1"
"46174030","NA","NA","NA","NA","NA","NA","NA","0"
"5280695","Corniculatusin",NA,"5280695","28018","C04527",NA,"COc1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc12","1"
"5280500","2-Maleylacetate","HMDB0060348","5280500","1184","C02222",NA,"OC(=O)CC(=O)\C=C/C(O)=O","1"
"439447","Methyl 2-diazoacetamidohexonate",NA,"439447",NA,NA,NA,NA,"1"
"1054","Pyridoxine","HMDB0000239","1054","16709","C00314","5245","CC1=C(O)C(CO)=C(CO)C=N1","1"
"119268","(-)-Phaseollidin",NA,"119268","17556","C05230",NA,"CC(C)=CCc1c(O)ccc2c1O1c3ccc(O)cc3OC21","1"
"441125","NA","NA","NA","NA","NA","NA","NA","0"
"6106","Leucine","HMDB0000687","6106","15603","C00123","24","CC(C)C[C@H](N)C(O)=O","1"
"7098648","NA","NA","NA","NA","NA","NA","NA","0"
"11137200","3-Hydroxy-L-proline","HMDB0002113","11137200","87840","C04397","6494","O[C@H]1CCN[C@H]1C(O)=O","1"
"5281119","Myristoleic acid","HMDB0002000","5281119","27781","C08322","6424","CCCC\C=C/CCCCCCCC(O)=O","1"
"1174","Uracil","HMDB0000300","1174","17568","C00106","258","O=C1NC=CC(=O)N1","1"
"72200","2-Aminoadenosine",NA,"72200",NA,NA,NA,NA,"1"
"385","Pimelic acid","HMDB0000857","385","30531","C02656","3280","OC(=O)CCCCCC(O)=O","1"
"51","Oxoglutaric acid","HMDB0000208","51","30915","C00026","5218","OC(=O)CCC(=O)C(O)=O","1"
"9543289","NA","NA","NA","NA","NA","NA","NA","0"
"160464","delta-Guanidinovaleric acid","HMDB0250978","160464",NA,"C13688",NA,"NC(=N)NCCCCC(O)=O","1"
"6912","D-Xylitol","HMDB0002917","6912","17151","C00379",NA,"OC[C@H](O)[C@@H](O)[C@H](O)CO","1"
"440599","L-2-aminohexano-6-lactam",NA,"440599",NA,NA,NA,NA,"1"
"442423","NA","NA","NA","NA","NA","NA","NA","0"
"892","scyllo-Inositol","HMDB0006088","892","10642","C06153",NA,"O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O","1"
"3016713","NA","NA","NA","NA","NA","NA","NA","0"
"88708","Gentiopicrin",NA,"88708","5321","C09782",NA,"C=C1C2=CCOC(=O)C2=CO1O1O(CO)(O)(O)1O","1"
"10403174","Citalopram propionic acid","HMDB0060463","10403174","80605","C16610",NA,"OC(=O)CCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1","1"
"42295","NA","NA","NA","NA","NA","NA","NA","0"
"119055","Dihydrobiopterin","HMDB0000038","119055","43029","C00268","5106","C[C@H](O)[C@H](O)C1=NC2=C(NC1)NC(N)=NC2=O","1"
"46173972","NA","NA","NA","NA","NA","NA","NA","0"
"35953","NA","NA","NA","NA","NA","NA","NA","0"
"36339","NA","NA","NA","NA","NA","NA","NA","0"
"25674","L-Ethionine",NA,"25674",NA,NA,NA,NA,"1"
"65689","NA","NA","NA","NA","NA","NA","NA","0"
"17723","D-Arabinono-1,4-lactone","HMDB0302833","17723","16292","C00652",NA,"OC[C@H]1OC(=O)[C@@H](O)[C@@H]1O","1"
"442061","Montanin A",NA,"442061",NA,NA,NA,NA,"1"
"5281395","NA","NA","NA","NA","NA","NA","NA","0"
"9568055","NA","NA","NA","NA","NA","NA","NA","0"
"439543","Bz-Arg-OEt",NA,"439543",NA,NA,NA,NA,"1"
"5460131","NA","NA","NA","NA","NA","NA","NA","0"
"16950","Argininosuccinic acid","HMDB0000052","16950","15682","C03406","5115","N[C@@H](CCCNC(=N)N[C@@H](CC(O)=O)C(O)=O)C(O)=O","1"
"8427","Dichlorprop","HMDB0251202","8427","75370","C11020",NA,"CC(OC1=CC=C(Cl)C=C1Cl)C(O)=O","1"
"510","Trimetaphosphoric acid","HMDB0059921","510","16517","C02466",NA,"OP1(=O)OP(O)(=O)OP(O)(=O)O1","1"
"86786","Methylisopelletierine","HMDB0030326","86786","7321","C06184",NA,"CN1CCCCC1CC(C)=O","1"
"12235228","threo-9,10-Dihydroxystearic acid",NA,"12235228",NA,"C08314",NA,"CCCCCCCC(O)(O)CCCCCCCC(=O)O","1"
"13891","2-Chloro-1,4-naphthoquinone",NA,"13891",NA,NA,NA,NA,"1"
"99289","L-Allothreonine","HMDB0004041","99289","28718","C05519","7007","C[C@H](O)[C@H](N)C(O)=O","1"
"11953795","S(8)-Succinyldihydrolipoamide",NA,"11953795",NA,NA,NA,NA,"1"
"17676","Acetophenazine","HMDB0015196","17676","2401","C06807",NA,"CC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1","1"
"439332","2-oxo-octadecanoic acid",NA,"439332","30820","C00869",NA,"CCCCCCCCCCCCCCCCC(=O)C(=O)O","1"
"440451","NA","NA","NA","NA","NA","NA","NA","0"
"41648","NA","NA","NA","NA","NA","NA","NA","0"
"71563406","NA","NA","NA","NA","NA","NA","NA","0"
"5460069","NA","NA","NA","NA","NA","NA","NA","0"
"21145110","NA","NA","NA","NA","NA","NA","NA","0"
"52997","Sulfometuron methyl",NA,"52997",NA,NA,NA,NA,"1"
"5793","D-Glucose","HMDB0000122","5793","15903","C00031","133","OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O","1"
"439570","(R)-Carvone","HMDB0035089","439570","15400","C01767",NA,"CC(=C)[C@@H]1CC=C(C)C(=O)C1","1"
"1060","Pyruvic acid","HMDB0000243","1060","32816","C00022","117","CC(=O)C(O)=O","1"
"10357552","NA","NA","NA","NA","NA","NA","NA","0"
"5753","Corticosterone","HMDB0001547","5753","16827","C02140","6314","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])[C@@]([H])(O)C[C@]12C)C(=O)CO","1"
"5746","Mitomycin","HMDB0014450","5746","27504","C06681",NA,"CO[C@]12[C@H]3N[C@H]3CN1C1=C([C@H]2COC(N)=O)C(=O)C(N)=C(C)C1=O","1"
"3488","Glyburide","HMDB0015151","3488","5441","C07022",NA,"COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1","1"
"443635","1-Phenazinecarboxylic acid, 6-acetyl-",NA,"443635",NA,NA,NA,NA,"1"
"24858868","NA","NA","NA","NA","NA","NA","NA","0"
"11954100","17beta-Methylestra-1,3,5(10)-trien-3-ol",NA,"11954100",NA,NA,NA,NA,"1"
"46878441","NA","NA","NA","NA","NA","NA","NA","0"
"97750","Diethyl oxalpropionate","HMDB0032306","97750","16879","C04067",NA,"CCOC(=O)C(C)C(=O)C(=O)OCC","1"
"54675777","Chlortetracycline",NA,"54675777","27644","C06571",NA,"CN(C)1C(O)=C(C(N)=O)C(=O)2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4(C)(O)3C12","1"
"656979","N-alpha-Acetyl-L-citrulline","HMDB0000856","656979","49002","C15532","5819","CC(=O)N[C@@H](CCCNC(N)=O)C(O)=O","1"
"5463137","NA","NA","NA","NA","NA","NA","NA","0"
"1110","Succinic acid","HMDB0000254","1110","15741","C00042","114","OC(=O)CCC(O)=O","1"
"790","Hypoxanthine","HMDB0000157","790","17368","C00262","83","OC1=NC=NC2=C1NC=N2","1"
"439232","N2-Acetylornithine","HMDB0003357","439232","16543","C00437",NA,"CC(=O)N[C@@H](CCCN)C(O)=O","1"
"65072","Homocitrulline","HMDB0000679","65072","17443","C02427","46","N[C@@H](CCCCNC(N)=O)C(O)=O","1"
"145858","NA","NA","NA","NA","NA","NA","NA","0"
"464","Hippuric acid","HMDB0000714","464","18089","C01586","1301","OC(=O)CNC(=O)C1=CC=CC=C1","1"
"25010752","NA","NA","NA","NA","NA","NA","NA","0"
"24507","NA","NA","NA","NA","NA","NA","NA","0"
"5748526","NA","NA","NA","NA","NA","NA","NA","0"
"421","Dihydrolipoate","HMDB0012210","421","18047","C02147",NA,"OC(=O)CCCCC(S)CCS","1"
"173699","NA","NA","NA","NA","NA","NA","NA","0"
"44146921","NA","NA","NA","NA","NA","NA","NA","0"
"5951","Serine","HMDB0000187","5951","17115","C00065","5203","N[C@@H](CO)C(O)=O","1"
"442631","Codonopsine",NA,"442631",NA,NA,NA,NA,"1"
"2576","Carisoprodol","HMDB0014539","2576","3419","C07927",NA,"CCCC(C)(COC(N)=O)COC(=O)NC(C)C","1"
"519382","4-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-butanone","HMDB0032913","519382","18015","C03527",NA,"CC(=O)CCC1=C(C)CCCC1(C)C","1"
"794","NA","NA","NA","NA","NA","NA","NA","0"
"1005","Phosphoenolpyruvic acid","HMDB0000263","1005","44897","C00074","5264","OC(=O)C(=C)OP(O)(O)=O","1"
"441083","NA","NA","NA","NA","NA","NA","NA","0"
"5462519","NA","NA","NA","NA","NA","NA","NA","0"
"5281143","Tentoxin",NA,"5281143",NA,NA,NA,NA,"1"
"442506","Bakankoside",NA,"442506",NA,NA,NA,NA,"1"
"5459790","NA","NA","NA","NA","NA","NA","NA","0"
"6452827","NA","NA","NA","NA","NA","NA","NA","0"
"239","beta-Alanine","HMDB0000056","239","16958","C00099","5119","NCCC(O)=O","1"
"85259","Dehydrojuvabione",NA,"85259",NA,NA,NA,NA,"1"
"439250","(-)-Limonene","HMDB0004321","439250","15383","C00521","6911","CC(=C)[C@H]1CCC(C)=CC1","1"
"439318","Kanamycin B",NA,"439318",NA,NA,NA,NA,"1"
"11953829","Flavonol 3-O-D-xylosylglucoside",NA,"11953829",NA,NA,NA,NA,"1"
"6464","Aprobarbital","HMDB0015441","6464","2791","C07826",NA,"CC(C)C1(CC=C)C(=O)NC(=O)NC1=O","1"
"441075","NA","NA","NA","NA","NA","NA","NA","0"
"92042779","NA","NA","NA","NA","NA","NA","NA","0"
"8102","Hexylamine","HMDB0032323","8102","5712","C08306",NA,"CCCCCCN","1"
"441965","Frutinone A",NA,"441965",NA,NA,NA,NA,"1"
"9543248","NA","NA","NA","NA","NA","NA","NA","0"
"85275","2,2-dichloro-1,1-ethanediol","HMDB0062193","85275","34213","C14860",NA,"OC(O)C(Cl)Cl","1"
"2153","Theophylline","HMDB0001889","2153","28177","C07130","1458","CN1C2=C(NC=N2)C(=O)N(C)C1=O","1"
"446337","NA","NA","NA","NA","NA","NA","NA","0"
"241","Benzene","HMDB0001505","241","16716","C01407","6285","C1=CC=CC=C1","1"
"2216","Apraclonidine","HMDB0015099","2216","2788","C07668",NA,"NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1","1"
"11972301","NA","NA","NA","NA","NA","NA","NA","0"
"25195328","NA","NA","NA","NA","NA","NA","NA","0"
"81261","N-hydroxy-4-aminobiphenyl","HMDB0062723","81261","16580","C20319",NA,"ONC1=CC=C(C=C1)C1=CC=CC=C1","1"
"1032","Propionic acid","HMDB0000237","1032","30768","C00163","3215","CCC(O)=O","1"
"10729","Isoxanthopterin","HMDB0000704","10729","16713","C03975","5672","NC1=NC(=O)C2=C(N1)NC(=O)C=N2","1"
"13017","N-Cyclohexylformamide","HMDB0255105","13017","17945","C11519",NA,"O=CNC1CCCCC1","1"
"5280366","(2E,4Z)-2-hydroxy-6-oxohexa-2,4-dienoic acid",NA,"5280366","67110","C00682",NA,"O=C/C=C\C=C(\O)C(=O)O","1"
"12460","Phendimetrazine","HMDB0015519","12460","674499","C07904",NA,"CC1C(OCCN1C)C1=CC=CC=C1","1"
"439476","6-Hydroxypseudooxynicotine","HMDB0240264","439476","37754","C01297",NA,"CNCCCC(=O)C1=CC=C(O)N=C1","1"
"469","2-Aminoadipic acid","HMDB0302754","469","37024","C00956","5496","NC(CCCC(O)=O)C(O)=O","1"
"92904","NA","NA","NA","NA","NA","NA","NA","0"
"78168","5-Hydroxymethyluracil","HMDB0000469","78168","16964","C03088","5456","OCC1=CNC(=O)NC1=O","1"
"71307451","NA","NA","NA","NA","NA","NA","NA","0"
"5486800","NA","NA","NA","NA","NA","NA","NA","0"
"74840","N-Benzyloxycarbonyl-L-leucine",NA,"74840",NA,NA,NA,NA,"1"
"439881","O-Carbamoyl-serine",NA,"439881",NA,NA,NA,NA,"1"
"792","Imidazole acetol-phosphate","HMDB0012236","792","16426","C01267",NA,"OP(O)(=O)OCC(=O)CC1=CNC=N1","1"
"194140","NA","NA","NA","NA","NA","NA","NA","0"
"4754","Phenacetin","HMDB0256387","4754","8050","C07591",NA,"CCOC1=CC=C(NC(C)=O)C=C1","1"
"115064","9-Hydroxybenzo[a]pyrene-4,5-oxide","HMDB0062439","115064","34513","C14854",NA,"OC1=CC2=C3C=CC4=C5C(=CC=C4)C4OC4C(C=C2C=C1)=C35","1"
"1052","Pyridoxamine","HMDB0001431","1052","16410","C00534","238","CC1=C(O)C(CN)=C(CO)C=N1","1"
"273","Cadaverine","HMDB0002322","273","18127","C01672","3236","NCCCCCN","1"
"20848","NA","NA","NA","NA","NA","NA","NA","0"
"52922085","Tuberonic acid glucoside",NA,"52922085","37419","C08558",NA,"O=C(O)C1CCC(=O)1C/C=C\CCO1O(CO)C(O)C(O)C1O","1"
"69602","N-Acetylhistamine","HMDB0013253","69602","28483","C05135",NA,"CC(=O)NCCC1=CN=CN1","1"
"16362","Pimozide","HMDB0015232","16362","8212","C07566",NA,"FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1","1"
"6054","2-Phenylethanol","HMDB0033944","6054","49000","C05853",NA,"OCCC1=CC=CC=C1","1"
"31211","Zingerone","HMDB0032590","31211","68657","C17497",NA,"COC1=C(O)C=CC(CCC(C)=O)=C1","1"
"221812","NA","NA","NA","NA","NA","NA","NA","0"
"996","Phenol","HMDB0000228","996","15882","C00146","128","OC1=CC=CC=C1","1"
"11829464","NA","NA","NA","NA","NA","NA","NA","0"
"22859863","NA","NA","NA","NA","NA","NA","NA","0"
"443071","5-Methyl-3-isoxazolyl sulfate",NA,"443071",NA,NA,NA,NA,"1"
"3083543","NA","NA","NA","NA","NA","NA","NA","0"
"1049","Pyridine","HMDB0000926","1049","16227","C00747","5877","C1=CC=NC=C1","1"
"6400629","NA","NA","NA","NA","NA","NA","NA","0"
"5281534","alpha-Sinensal","HMDB0038215","5281534","10332","C09729",NA,"C\C(CC\C=C(/C)C=O)=C/C\C=C(/C)C=C","1"
"182279","Tarrenoside",NA,"182279","9403",NA,NA,"O=CC1=CO(O2O(CO)(O)(O)2O)2C(CO)=CC12","1"
"9570071","Aldicarb","HMDB0248124","9570071","2555",NA,NA,"CNC(=O)ON=CC(C)(C)SC","1"
"15643","NA","NA","NA","NA","NA","NA","NA","0"
"440906","NA","NA","NA","NA","NA","NA","NA","0"
"1132","Thiamine pyrophosphate","HMDB0001372","1132","9532","C00068","2832","CC1=C(CCOP(O)(=O)OP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N","1"
"10457","Suberic acid","HMDB0000893","10457","9300","C08278","4243","OC(=O)CCCCCCC(O)=O","1"
"5280804","Isoquercitrin","HMDB0037362","5280804","68352","C05623",NA,"OC[C@H]1O[C@@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O","1"
"91619","NA","NA","NA","NA","NA","NA","NA","0"
"193653","S-Carboxymethyl-cysteine",NA,"193653",NA,NA,NA,NA,"1"
"79437","1,3,7-Trimethyluric acid","HMDB0002123","79437","691622","C16361",NA,"CN1C(=O)NC2=C1C(=O)N(C)C(=O)N2C","1"
"440742","NA","NA","NA","NA","NA","NA","NA","0"
"439919","N-D-Glucosylarylamine",NA,"439919",NA,NA,NA,NA,"1"
"6451137","NA","NA","NA","NA","NA","NA","NA","0"
"10257","Bufotenin","HMDB0041842","10257","3210","C08299",NA,"CN(C)CCC1=CNC2=C1C=C(O)C=C2","1"
"46878442","NA","NA","NA","NA","NA","NA","NA","0"
"764","Guanine","HMDB0000132","764","16235","C00242","315","NC1=NC(=O)C2=C(N1)N=CN2","1"
"6103","Zoxazolamine","HMDB0260050","6103",NA,"C13841",NA,"ClC1=CC2=C(OC(=N)N2)C=C1","1"
"441579","Ruscopine",NA,"441579",NA,NA,NA,NA,"1"
"251872","NA","NA","NA","NA","NA","NA","NA","0"
"690730","NA","NA","NA","NA","NA","NA","NA","0"
"3899","Leflunomide","HMDB0015229","3899","6402","C07905",NA,"CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F","1"
"637542","4-Hydroxycinnamic acid","HMDB0002035","637542","32374","C00811","6450","OC(=O)\C=C\C1=CC=C(O)C=C1","1"
"8424","Thebaine",NA,"8424","9519","C06173",NA,NA,"1"
"5789","Thymidine","HMDB0000273","5789","17748","C00214","3375","CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O","1"
"68368","NA","NA","NA","NA","NA","NA","NA","0"
"108010","Indospicine",NA,"108010",NA,NA,NA,NA,"1"
"108172","D-Octopine",NA,"108172",NA,"C04137",NA,NA,"1"
"25245427","NA","NA","NA","NA","NA","NA","NA","0"
"11011465","NA","NA","NA","NA","NA","NA","NA","0"
"6344","Dichloromethane","HMDB0031548","6344","15767","C02271",NA,"ClCCl","1"
"24203","NA","NA","NA","NA","NA","NA","NA","0"
"441401","Linezolid","HMDB0014739","441401","63607","C08146",NA,"CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1","1"
"12542","NA","NA","NA","NA","NA","NA","NA","0"
"440120","N6,N6,N6-Trimethyl-L-lysine","HMDB0001325","440120","17311","C03793","6161","C[N+](C)(C)CCCC[C@H](N)C([O-])=O","1"
"132448","NA","NA","NA","NA","NA","NA","NA","0"
"77770","N-Propanoylimidazole",NA,"77770",NA,NA,NA,NA,"1"
"5326781","NA","NA","NA","NA","NA","NA","NA","0"
"72304","Isoflavone","HMDB0253637","72304","18220","C00799",NA,"O=C1C(=COC2=CC=CC=C12)C1=CC=CC=C1","1"
"96215","Imidazoleacetic acid","HMDB0002024","96215","16974","C02835","6445","OC(=O)CC1=CN=CN1","1"
"2680","NA","NA","NA","NA","NA","NA","NA","0"
"2249229","NA","NA","NA","NA","NA","NA","NA","0"
"16069998","NA","NA","NA","NA","NA","NA","NA","0"
"261","Butanal","HMDB0003543","261","15743","C01412","6947","CCCC=O","1"
"441643","Tuliposide B","HMDB0303141","441643","9778","C08570",NA,"[H]C(O)(CO)C(=C)C(=O)O[C@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O","1"
"59725","NA","NA","NA","NA","NA","NA","NA","0"
"5280450","Linoleic acid","HMDB0000673","5280450","17351","C01595","191","CCCCC\C=C/C\C=C/CCCCCCCC(O)=O","1"
"6262","Ornithine","HMDB0000214","6262","15729","C00077","27","NCCC[C@H](N)C(O)=O","1"
"5460801","NA","NA","NA","NA","NA","NA","NA","0"
"9034","Methohexital","HMDB0014617","9034","102216","C07844",NA,"CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O","1"
"189661","N-acetoxy-1,1'-biphenyl-4-amine",NA,"189661","16395",NA,NA,"CC(=O)ONc1ccc(cc1)-c1ccccc1","1"
"500","4-Guanidinobutanoic acid","HMDB0003464","500","15728","C01035","6938","NC(=N)NCCCC(O)=O","1"
"7000","(R)-2-Methylimino-1-phenylpropan-1-ol",NA,"7000",NA,"C04351",NA,NA,"1"
"194156","Succinylproline",NA,"194156",NA,NA,NA,NA,"1"
"4479887","NA","NA","NA","NA","NA","NA","NA","0"
"25200557","NA","NA","NA","NA","NA","NA","NA","0"
"440630","NA","NA","NA","NA","NA","NA","NA","0"
"6770","Tetrahydrocoptisine","HMDB0258897","6770","15885","C04075",NA,"C1OC2=CC3=C(C=C2O1)C1CC2=C(CN1CC3)C1=C(OCO1)C=C2","1"
"763","Guanidoacetic acid","HMDB0000128","763","16344","C00581","5163","NC(=N)NCC(O)=O","1"
"66895","NA","NA","NA","NA","NA","NA","NA","0"
"5816","Epinephrine","HMDB0000068","5816","28918","C00788","5127","CNC[C@H](O)C1=CC(O)=C(O)C=C1","1"
"36383","NA","NA","NA","NA","NA","NA","NA","0"
"8113","Diethanolamine","HMDB0004437","8113","28123","C06772","3239","OCCNCCO","1"
"4173","Metronidazole","HMDB0015052","4173","6909","C07203",NA,"CC1=NC=C(N1CCO)[N+]([O-])=O","1"
"151187","O-Phosphohomoserine","HMDB0003484","151187","15961","C01102",NA,"N[C@@H](CCOP(O)(O)=O)C(O)=O","1"
"119404","Maculosin",NA,"119404",NA,NA,NA,NA,"1"
"227","2-Aminobenzoic acid","HMDB0001123","227","30754","C00108","6018","NC1=CC=CC=C1C(O)=O","1"
"34469","NA","NA","NA","NA","NA","NA","NA","0"
"75626","NA","NA","NA","NA","NA","NA","NA","0"
"5458468","(2S,3S)-2-hydroxytridecane-1,2,3-tricarboxylic acid",NA,"5458468","15608","C04655",NA,"CCCCCCCCCC(C(=O)O)(O)(CC(=O)O)C(=O)O","1"
"5281160","Cornexistin",NA,"5281160",NA,NA,NA,NA,"1"
"10911986","NA","NA","NA","NA","NA","NA","NA","0"
"64969","Methylhistidine","HMDB0000479","64969","27596","C01152","5466","[H][C@](N)(CC1=CN=CN1C)C(O)=O","1"
"6322","L-Arginine","HMDB0000517","6322","16467","C00062","5502","N[C@@H](CCCNC(N)=N)C(O)=O","1"
"17748","NA","NA","NA","NA","NA","NA","NA","0"
"16323","NA","NA","NA","NA","NA","NA","NA","0"
"31357","Tributyl Phosphate","HMDB0259164","31357","35019","C14439",NA,"CCCCOP(=O)(OCCCC)OCCCC","1"
"10434","Cyclohexane-1,3-dione",NA,"10434",NA,NA,NA,NA,"1"
"5281371","NA","NA","NA","NA","NA","NA","NA","0"
"56927962","NA","NA","NA","NA","NA","NA","NA","0"
"445629","NA","NA","NA","NA","NA","NA","NA","0"
"6441870","NA","NA","NA","NA","NA","NA","NA","0"
"2526","beta-Glycerophosphoric acid","HMDB0002520","2526","17270","C02979","6708","OCC(CO)OP(O)(O)=O","1"
"115314","NA","NA","NA","NA","NA","NA","NA","0"
"8143","Octylamine","HMDB0255916","8143","7728","C01740",NA,"CCCCCCCCN","1"
"137","5-Aminolevulinic acid","HMDB0001149","137","17549","C00430","6037","NCC(=O)CCC(O)=O","1"
"440593","NA","NA","NA","NA","NA","NA","NA","0"
"454","Octanal","HMDB0001140","454","17935","C01545","6033","CCCCCCCC=O","1"
"1017","Phthalic acid","HMDB0002107","1017","29069","C01606","6489","OC(=O)C1=CC=CC=C1C(O)=O","1"
"6508","Quinic acid","HMDB0003072","6508","17521","C00296","3329","O[C@@H]1C[C@@](O)(C[C@@H](O)[C@H]1O)C(O)=O","1"
"5281740","Otonecine",NA,"5281740",NA,NA,NA,NA,"1"
"5403","Terbutaline","HMDB0015009","5403","9449","C07129",NA,"CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1","1"
"11954136","NA","NA","NA","NA","NA","NA","NA","0"
